ID	ID_MAXIMO	latitude	longitude	Night_shift	Type_halte	Cleaning_time_20	Cleaning_time_code	Cleaning_time_abri
377	HLS0022	52.015365	4.365948	0	Bushalte	20	20	13
378	HLS0025	52.0145	4.370789	0	Bushalte	20	20	13
379	HLS0024	52.014464	4.370819	0	Bushalte	20	20	13
380	HLS0078	52.013409	4.36423	0	Bushalte	20	20	13
381	HLS0077	52.013407	4.363953	0	Bushalte	20	20	13
382	HLS0030	52.012356	4.36204	0	Bushalte	20	20	13
383	HLS0031	52.01238	4.361675	0	Bushalte	20	20	13
384	HLS0083	52.011062	4.375616	0	Bushalte	20	20	13
385	HLS0066	52.010885	4.358199	0	Bushalte	20	20	13
386	HLS0067	52.01096	4.358576	0	Bushalte	20	20	13
387	HLS0066	52.010885	4.358199	0	Bushalte	20	20	13
388	HLS0084	52.010867	4.375897	0	Bushalte	20	20	13
389	HLS0052	52.012953	4.378021	0	Bushalte	30	30	21
390	HLS0319	52.014192	4.375749	0	Bushalte	20	20	13
391	HLS0318	52.014066	4.375723	0	Bushalte	20	20	13
392	HLS0038	52.015354	4.374033	0	Bushalte	20	20	13
393	HLS0040	52.015444	4.374017	0	Bushalte	20	20	13
394	HLS0374	52.017739	4.379545	0	Bushalte	20	20	13
395	HLS0320	52.004669	4.324362	0	Bushalte	20	20	13
396	HLS0321	52.004615	4.324363	0	Bushalte	20	20	13
397	HLS0334	52.007669	4.322048	0	Bushalte	20	20	13
398	HLS0335	52.007443	4.321908	0	Bushalte	20	20	13
399	HLS0081	52.00946	4.333382	0	Bushalte	20	20	13
400	HLS0082	52.00995	4.333836	0	Bushalte	20	20	13
401	HLS0376	52.012994	4.334537	0	Bushalte	20	20	13
402	HLS0103	52.009747	4.338342	0	Bushalte	20	20	13
403	HLS0102	52.009675	4.338314	0	Bushalte	20	20	13
404	HLS0061	52.010634	4.342006	0	Bushalte	30	30	21
405	HLS0111	52.01073	4.34569	0	Bushalte	20	20	13
406	HLS0110	52.010819	4.345658	0	Bushalte	20	20	13
407	HLS0049	52.008087	4.349829	0	Bushalte	20	20	13
408	HLS0050	52.008293	4.34965	0	Bushalte	20	20	13
409	HLC0472	52.009262	4.352599	0	Bushalte	20	20	13
410	HLC0473	52.009571	4.354966	0	Bushalte	20	20	13
411	HLS0330	52.003894	4.351295	0	Bushalte	20	20	13
412	HLS0329	52.004649	4.350302	0	Bushalte	20	20	13
413	HLS0036	52.000637	4.346871	0	Bushalte	20	20	13
414	HLS0115	52.001312	4.342894	0	Bushalte	20	20	13
415	HLS0114	52.001455	4.342905	0	Bushalte	20	20	13
416	HLS0113	52.002503	4.344512	0	Bushalte	20	20	13
417	HLS0112	52.002502	4.344381	0	Bushalte	20	20	13
418	HLS0064	52.004238	4.345462	0	Bushalte	20	20	13
419	HLS0065	52.004426	4.34537	0	Bushalte	20	20	13
420	HLS0037	52.000639	4.34923	0	Bushalte	20	20	13
421	HLS0377	52.014964	4.336646	0	Bushalte	20	20	13
422	HLS0076	52.006827	4.379615	0	Bushalte	20	20	13
423	HLS0075	52.006684	4.379677	0	Bushalte	20	20	13
424	HLS0088	52.007308	4.373822	0	Bushalte	20	20	13
425	HLS0087	52.007335	4.372758	0	Bushalte	20	20	13
426	HLS0029	52.009231	4.37171	0	Bushalte	20	20	13
427	HLS0028	52.008825	4.371574	0	Bushalte	20	20	13
428	HLS0378	52.006895	4.369782	0	Bushalte	20	20	13
429	HLS0068	52.006657	4.369292	0	Bushalte	20	20	13
430	HLS0100	52.001282	4.37757	0	Bushalte	30	30	21
431	HLS0079	51.99793	4.379873	0	Bushalte	20	20	13
432	HLS0080	51.99796	4.38012	0	Bushalte	20	20	13
433	HLS0098	52.002833	4.3772	0	Bushalte	20	20	13
434	HLS0099	52.002798	4.37723	0	Bushalte	20	20	13
435	HLS0085	52.003595	4.380008	0	Bushalte	20	20	13
436	HLS0086	52.003671	4.38056	0	Bushalte	20	20	13
437	HLS0391	51.984842	4.37762	0	Bushalte	20	20	13
438	HLS0392	51.984617	4.377639	0	Bushalte	20	20	13
439	HLS0393	51.981498	4.379791	0	Bushalte	20	20	13
440	HLS0394	51.981382	4.379823	0	Bushalte	20	20	13
441	HLS0395	51.976113	4.383842	0	Bushalte	20	20	13
442	HLS0396	51.976121	4.383769	0	Bushalte	20	20	13
443	HLS0092	51.998453	4.339829	0	Bushalte	20	20	13
444	HLS0091	51.998631	4.340699	0	Bushalte	20	20	13
445	HLS0096	51.997466	4.333998	0	Bushalte	20	20	13
446	HLS0097	51.997432	4.334276	0	Bushalte	20	20	13
447	HLS0063	51.995712	4.333908	0	Bushalte	30	30	21
448	HLS0340	51.991069	4.357765	0	Bushalte	20	20	13
449	HLS0053	51.993127	4.356582	0	Bushalte	20	20	13
450	HLS0073	51.995202	4.355471	0	Bushalte	20	20	13
451	HLS0074	51.994206	4.355611	0	Bushalte	20	20	13
452	HLS0054	51.992229	4.356705	0	Bushalte	20	20	13
453	HLS0341	51.991138	4.35737	0	Bushalte	20	20	13
454	HLS0056	51.987746	4.360054	0	Bushalte	20	20	13
455	HLS0057	51.987369	4.360179	0	Bushalte	20	20	13
456	HLS0041	51.985477	4.361708	0	Bushalte	30	30	21
457	HLS0045	51.983656	4.362172	0	Bushalte	30	30	21
458	HLS0093	51.982231	4.357517	0	Bushalte	20	20	13
459	HLS0094	51.982199	4.356862	0	Bushalte	20	20	13
460	HLS0379	51.993382	4.351844	0	Bushalte	20	20	13
461	HLS0058	51.983782	4.346839	0	Bushalte	20	20	13
462	HLS0059	51.983478	4.347036	0	Bushalte	20	20	13
463	HLS0107	51.987324	4.34485	0	Bushalte	20	20	13
464	HLS0106	51.987518	4.34435	0	Bushalte	20	20	13
465	HLS0021	51.989976	4.343857	0	Bushalte	20	20	13
466	HLS0020	51.989899	4.343247	0	Bushalte	20	20	13
467	HLS0072	51.994021	4.334764	0	Bushalte	20	20	13
468	HLS0071	51.993465	4.33485	0	Bushalte	20	20	13
469	HLS0034	51.993248	4.336748	0	Bushalte	20	20	13
470	HLS0035	51.993161	4.337055	0	Bushalte	20	20	13
471	HLS0105	51.990252	4.339468	0	Bushalte	20	20	13
472	NEW	51.989874	4.339447	0	Bushalte	20	20	13
473	HLS0317	51.989513	4.385711	0	Bushalte	20	20	13
474	HLS0358	51.988485	4.382124	0	Bushalte	20	20	13
475	HLS0357	51.989013	4.381908	0	Bushalte	20	20	13
476	HLS0356	51.991353	4.380181	0	Bushalte	20	20	13
477	HLS0355	51.991551	4.380148	0	Bushalte	30	30	21
478	HLS0344	51.996506	4.376178	0	Bushalte	30	30	21
479	HLS0345	51.99599	4.376815	0	Bushalte	20	20	13
480	HLS0346	51.999703	4.373804	0	Bushalte	30	30	21
481	HLS0347	51.999193	4.374078	0	Bushalte	20	20	13
482	HLS0015	52.002351	4.372303	0	Bushalte	20	20	13
483	HLS0017	52.002143	4.372133	0	Bushalte	20	20	13
484	HLS0016	52.001552	4.372437	0	Bushalte	30	30	21
485	HLS0272	52.044759	4.204602	0	Bushalte	30	30	35
486	HLS0268	52.04256	4.198669	0	Bushalte	30	30	21
487	HLS0270	52.038898	4.190327	0	Bushalte	20	20	13
488	HLS0271	52.03891	4.190618	0	Bushalte	20	20	13
489	HLS0279	52.032425	4.180531	0	Bushalte	20	20	13
490	HLS0278	52.032161	4.180218	0	Bushalte	20	20	13
491	HLS0277	52.023558	4.184529	0	Bushalte	20	20	13
492	HLS0276	52.02411	4.184063	0	Bushalte	20	20	13
493	HLS0422	52.028895	4.179956	0	Bushalte	20	20	13
494	HLS0423	52.028427	4.180755	0	Bushalte	20	20	13
495	HLS0264	52.02934	4.177758	0	Bushalte	20	20	13
496	HLS0274	52.026471	4.173231	0	Bushalte	20	20	13
497	HLS0263	52.023241	4.170375	0	Bushalte	20	20	13
498	HLS0267	52.021279	4.167514	0	Bushalte	20	20	13
499	HLS0228	52.00709	4.167944	0	Bushalte	20	20	13
500	HLS0222	52.001976	4.170661	0	Bushalte	20	20	13
501	HLS0232	52.000419	4.164353	0	Bushalte	20	20	13
502	HLS0233	51.999548	4.160197	0	Bushalte	20	20	13
503	HLS0237	52.001825	4.157834	0	Bushalte	30	30	21
504	HLS0234	51.99947	4.160418	0	Bushalte	20	20	13
505	HLS0232	52.000419	4.164353	0	Bushalte	20	20	13
506	HLS0223	52.001853	4.170941	0	Bushalte	20	20	13
507	HLS0229	52.00604	4.169036	0	Bushalte	20	20	13
508	HLS0244	52.019045	4.261825	0	Bushalte	30	30	21
509	HLS0245	52.014756	4.254182	0	Bushalte	20	20	13
510	HLS0246	52.014803	4.254327	0	Bushalte	20	20	13
511	HLS0291	51.991301	4.218898	0	Bushalte	20	20	13
512	HLS0292	51.991307	4.219524	0	Bushalte	20	20	13
513	HLS0288	51.993041	4.202326	0	Bushalte	20	20	13
514	HLS0290	51.996148	4.206525	0	Bushalte	20	20	13
515	HLS0285	51.998916	4.21452	0	Bushalte	20	20	13
516	HLS0243	52.003281	4.221426	0	Bushalte	20	20	13
517	HLS0239	52.006595	4.223801	0	Bushalte	20	20	13
518	HLS0241	52.008943	4.220361	0	Bushalte	20	20	13
519	HLS0240	52.008933	4.220332	0	Bushalte	20	20	13
520	HLS0238	52.006144	4.223653	0	Bushalte	20	20	13
521	HLS0286	51.998745	4.214495	0	Bushalte	20	20	13
522	HLS0281	51.999203	4.209037	0	Bushalte	20	20	13
523	HLS0283	52.001815	4.206886	0	Bushalte	20	20	13
524	HLS0284	52.00129	4.207424	0	Bushalte	20	20	13
525	HLS0282	51.999293	4.209049	0	Bushalte	20	20	13
526	HLS0289	51.99602	4.206266	0	Bushalte	20	20	13
527	HLS0287	51.992076	4.20289	0	Bushalte	20	20	13
528	HLS0294	51.98875	4.205584	0	Bushalte	20	20	13
529	HLS0293	51.988719	4.206109	0	Bushalte	20	20	13
530	HLS0227	51.993139	4.169648	0	Bushalte	20	20	13
531	HLS0225	51.997544	4.173184	0	Bushalte	20	20	13
532	HLS0224	51.997153	4.172801	0	Bushalte	20	20	13
533	HLS0226	51.993824	4.169892	0	Bushalte	20	20	13
534	HLS0120	51.975231	4.254045	0	Bushalte	20	20	13
535	HLS0119	51.975133	4.25415	0	Bushalte	20	20	13
536	HLS0123	51.978635	4.250102	0	Bushalte	20	20	13
537	HLS0359	51.978676	4.250625	0	Bushalte	20	20	13
538	HLS0121	51.977721	4.2457	0	Bushalte	20	20	13
539	HLS0122	51.977276	4.245231	0	Bushalte	20	20	13
540	HLS0328	51.973965	4.245839	0	Bushalte	20	20	13
541	HLS0327	51.974161	4.245703	0	Bushalte	20	20	13
542	HLS0009	51.999997	4.332541	0	Bushalte	20	20	13
543	HLS0382	51.999137	4.32994	0	Bushalte	20	20	13
544	HLS0383	51.996863	4.322902	0	Bushalte	20	20	13
545	HLS0384	51.996646	4.322805	0	Bushalte	20	20	13
546	HLS0323	52.00045	4.320035	0	Bushalte	20	20	13
547	HLS0322	52.000585	4.319988	0	Bushalte	20	20	13
548	HLS0385	52.002804	4.319833	0	Bushalte	20	20	13
549	HLS0386	52.00295	4.320165	0	Bushalte	20	20	13
550	HLS0324	52.010718	4.31931	0	Bushalte	20	20	13
551	HLS0325	52.010528	4.319169	0	Bushalte	20	20	13
552	HLS0253	51.932545	4.270303	0	Bushalte	20	20	13
553	HLS0255	51.93279	4.275285	0	Bushalte	30	30	21
554	HLS0250	51.935589	4.275623	0	Bushalte	20	20	13
555	HLS0251	51.935455	4.275786	0	Bushalte	20	20	13
556	HLS0248	51.939087	4.273006	0	Bushalte	30	30	21
557	HLS0010	51.99988	4.332602	0	Bushalte	20	20	13
558	HLS0261	51.925087	4.272194	0	Bushalte	20	20	13
559	HLS0260	51.92502	4.272119	0	Bushalte	20	20	13
560	HLS0259	51.924948	4.272048	0	Bushalte	20	20	13
561	HLS0258	51.925147	4.272159	0	Bushalte	20	20	13
562	HLS0256	51.92973	4.27017	0	Bushalte	20	20	13
563	HLS0257	51.929695	4.270272	0	Bushalte	20	20	13
564	HLS0252	51.932617	4.270345	0	Bushalte	20	20	13
565	HLT9584	52.0717987212228	4.40108165900463	1	Tramhalte	20	15	20
566	HLT9585	52.0720473638773	4.40093323341763	1	Tramhalte	20	15	20
567	HLT9586	52.068787764524	4.40541711124662	1	Tramhalte	20	15	20
568	HLT9587	52.0690364128872	4.40526871997655	1	Tramhalte	20	15	20
569	HLS0387	52.064527	4.3999	1	Tramhalte	20	20	13
570	HLT9589	52.0649397739547	4.40058088815038	1	Tramhalte	20	18	13
571	HLT9591	52.0605521588915	4.39519894428563	1	Tramhalte	30	20	35
572	HLT9841	52.0551863067368	4.38854215856082	1	Tramhalte	30	20	35
573	HLT9840	52.0555804220712	4.38912097734583	1	Tramhalte	20	15	20
574	HLS0186	52.055609	4.389089	1	Tramhalte	20	20	20
575	HLS0173	52.052728	4.3844	1	Bushalte	20	20	20
576	HLT9808	52.0516461486911	4.38478960112798	1	Tramhalte	20	15	20
577	HLT9807	52.051503285978	4.38469074290434	1	Tramhalte	20	15	20
578	HLT9809	52.050629	4.384869	1	Bushalte	20	20	13
579	HLT9813	52.0484520886529	4.3825299978272	1	Tramhalte	20	15	20
580	HLT9812	52.0488593534543	4.38338246287131	1	Tramhalte	20	15	20
581	HLT9811	52.0444382948873	4.37650195880983	1	Tramhalte	20	18	20
582	HLT9810	52.0448418700634	4.37735082015087	1	Tramhalte	20	18	20
583	HLT5944	52.0391288704267	4.36853595493972	1	Tramhalte	20	15	20
584	HLT5945	52.0392330598386	4.36891194296767	1	Tramhalte	20	15	20
585	HLT5946	52.0354353322419	4.36299352100497	1	Tramhalte	20	15	20
586	HLT5947	52.035820676143	4.36378922482419	1	Tramhalte	20	15	20
587	HLS0339	52.034429	4.387812	1	Bushalte	20	20	20
588	HLS0338	52.034351	4.388105	1	Bushalte	20	20	13
589	HLT5940	52.0407609622897	4.36783926710515	1	Tramhalte	30	26	35
590	HLT5941	52.0411287183752	4.36743733488465	1	Tramhalte	30	26	21
591	HLT5938	52.0440739277502	4.3615932837446	1	Tramhalte	20	15	20
592	HLT5939	52.044868213384	4.36031850539207	1	Tramhalte	20	15	20
593	HLT5937	52.0482090258573	4.35233259526228	1	Tramhalte	20	15	20
594	HLT5936	52.048052673653	4.35280559065153	1	Tramhalte	20	15	20
595	HLS0168	52.047906	4.352741	1	Bushalte	20	20	20
596	HLT0906	52.0998758451442	4.28167144043432	1	Tramhalte	20	15	13
597	HLT0907	52.0995644838139	4.28184197331151	1	Tramhalte	20	15	13
598	HLT0723	52.1019367627641	4.27914374915143	1	Tramhalte	20	15	13
599	HLT0722	52.1016326303442	4.27932271109937	1	Tramhalte	20	15	13
600	HLT0716	52.1015287836448	4.27392447645498	1	Tramhalte	20	15	20
601	HLT0717	52.1016904376426	4.27371902070202	1	Tramhalte	20	15	20
602	HLT0710	52.104211	4.270935	1	Tramhalte	20	20	20
603	HLT0711	52.104436	4.27093	1	Tramhalte	20	20	13
604	HLT0736	52.106075	4.271254	1	Tramhalte	20	20	13
605	HLT0701	52.106426	4.270413	1	Tramhalte	20	20	20
606	HLT0221	52.1105794052888	4.29012867864292	1	Bushalte	20	15	20
607	HLT0745	52.0928347556753	4.2644454550736	1	Bushalte	20	15	13
608	HLT0746	52.1039382008905	4.27673247155075	1	Bushalte	20	15	20
609	HLT0715	52.1044182310727	4.27702886179348	1	Tramhalte	20	15	20
610	HLT0714	52.104092290617	4.2767961160547	1	Tramhalte	20	15	20
611	HLT0708	52.1102425459662	4.28437524751412	1	Tramhalte	30	26	35
612	HLT0728	52.1075265829005	4.28898094852457	1	Tramhalte	20	15	20
613	HLT0729	52.1073999838487	4.289415872569	1	Tramhalte	20	15	20
614	HLT0303	52.101751	4.297212	1	Tramhalte	20	20	20
615	HLT0304	52.101565	4.297435	1	Tramhalte	20	20	13
616	HLT0602	52.0993685632631	4.29986355533555	1	Tramhalte	20	15	20
617	HLT0601	52.0986016936277	4.30155820385778	1	Tramhalte	30	20	35
618	HLT0505	52.0948443323932	4.30769222493858	1	Tramhalte	20	15	20
619	HLT0506	52.0947297501334	4.30794017014534	1	Tramhalte	20	15	13
620	HLT0513	52.0928694036857	4.30954656868491	1	Tramhalte	20	18	20
621	HLT0514	52.0920374865939	4.31008613499564	1	Tramhalte	20	18	20
622	HLT0519	52.0901285346242	4.31178690655662	1	Tramhalte	20	18	20
623	HLT0520	52.0893832521457	4.31229599981853	1	Tramhalte	20	18	20
624	HLT2309	52.0877102624311	4.31382369622152	1	Tramhalte	20	18	20
625	HLT2310	52.0869547341402	4.31426498328405	1	Tramhalte	20	18	20
626	HLT2811	52.083558073147	4.31734915860445	1	Tramhalte	20	15	20
627	HLT2810	52.0837114593602	4.31736824984819	1	Tramhalte	20	15	20
628	HLT2813	52.0830528043866	4.31733790239615	1	Tramhalte	30	26	35
629	HLT2812	52.0828058564601	4.3163750332017	1	Tramhalte	30	26	21
630	HLS0360	52.088295	4.321719	1	Bushalte	20	20	13
631	HLT0439	52.092803	4.330236	1	Bushalte	20	20	20
632	HLT0438	52.093584	4.329167	1	Bushalte	20	20	20
633	HLT2519	52.0945454385136	4.36288593399291	1	Bushalte	20	15	13
634	HLT2520	52.0951377020723	4.36279290045964	1	Bushalte	20	15	20
635	HLT2525	52.0909152297587	4.36803102482951	1	Bushalte	20	15	13
636	HLT2526	52.0910287047263	4.36879040556101	1	Bushalte	20	15	20
637	HLT2521	52.0920416680614	4.36506602617349	1	Bushalte	20	15	13
638	HLT2522	52.0918975752354	4.36573946932326	1	Bushalte	20	15	20
639	HLT2523	52.091810606989	4.36562504886372	1	Tramhalte	20	15	20
640	HLT2524	52.0915680278867	4.36574202158891	1	Tramhalte	20	15	20
641	HLT2518	52.0939925896036	4.36289367323312	1	Tramhalte	20	18	20
642	HLT2517	52.0938976787201	4.36240190855515	1	Tramhalte	20	18	13
643	HLT2516	52.091800926339	4.35793909224011	1	Tramhalte	20	18	20
644	HLT2515	52.091914577573	4.35840345485228	1	Tramhalte	20	18	13
645	HLT2514	52.0893300948049	4.35293390542202	1	Tramhalte	20	18	20
646	HLT2513	52.0894527779183	4.35342118759189	1	Tramhalte	20	18	20
647	HLT2510	52.086906575114	4.34790588821244	1	Tramhalte	20	15	20
648	HLT2509	52.0869835998626	4.3483229271698	1	Tramhalte	20	15	20
649	HLT2651	52.0846255622465	4.34291373504856	1	Tramhalte	20	15	20
650	HLT2652	52.0843570138628	4.34268327576853	1	Tramhalte	20	15	20
651	HLT2651	52.0846255622465	4.34291373504856	1	Tramhalte	20	15	20
652	HLT2652	52.0843570138628	4.34268327576853	1	Tramhalte	20	15	20
653	HLT2647	52.0838333462168	4.33814844044995	1	Tramhalte	30	26	35
654	HLT2648	52.0839475202033	4.33918587811744	1	Tramhalte	30	26	35
655	HLT2655	52.081648	4.34239	1	Tramhalte	20	20	20
656	HLT2656	52.081827	4.34224	1	Tramhalte	20	20	20
657	HLT2698	52.079775	4.343995	1	Tramhalte	20	20	20
658	HLT2659	52.0794410241374	4.3450887520639	1	Tramhalte	30	26	35
659	HLT2658	52.0791429870559	4.34522409173583	1	Bushalte	30	26	35
660	HLT3359	52.0350887372042	4.25429952598057	1	Bushalte	20	15	20
661	HLT3358	52.0349639608496	4.25392120665028	1	Bushalte	20	15	20
662	HLT3364	52.0318343850798	4.25748128377907	1	Bushalte	20	15	13
663	HLT3363	52.0317204523385	4.25706572185834	1	Bushalte	20	15	13
664	HLT3372	52.0407195469103	4.26564842466535	1	Bushalte	20	15	20
665	HLT3373	52.0403690003177	4.2659705862734	1	Bushalte	20	15	20
666	HLT3314	52.0418977585255	4.26378412929844	1	Bushalte	20	15	20
667	HLT3313	52.0420880389415	4.26373743228082	1	Bushalte	20	15	20
668	HLT3303	52.0385454073903	4.26848260954303	1	Bushalte	20	15	13
669	HLT3302	52.0389596616921	4.26812718957008	1	Bushalte	20	15	20
670	HLT0936	52.093833	4.281863	1	Tramhalte	20	20	20
671	HLT0937	52.093512	4.281185	1	Tramhalte	20	20	20
672	HLT0938	52.095622	4.285671	1	Tramhalte	20	20	20
673	HLT0939	52.095492	4.285295	1	Bushalte	20	20	20
674	HLT1105	52.088976	4.279604	1	Tramhalte	20	20	13
675	HLT1104	52.088707	4.279698	1	Tramhalte	20	20	13
676	HLT0915	52.092779778757	4.27560303701332	1	Tramhalte	20	15	20
677	HLT0916	52.0926908743348	4.27612449659464	1	Tramhalte	20	15	13
678	HLT0943	52.094842	4.272585	1	Tramhalte	20	20	13
679	HLT0944	52.090842	4.278274	1	Bushalte	20	20	13
680	HLT0934	52.0981172509537	4.27365986825458	1	Tramhalte	20	15	20
681	HLT0935	52.0983169833286	4.27410226413704	1	Tramhalte	20	15	13
682	HLT0901	52.096589	4.27187	1	Tramhalte	20	20	20
683	HLT0902	52.096414	4.271524	1	Tramhalte	20	20	20
684	HLT0913	52.091171	4.271159	1	Tramhalte	20	20	20
685	HLT0914	52.091485	4.271136	1	Tramhalte	20	20	20
686	HLT0923	52.088385	4.272191	1	Tramhalte	20	20	20
687	HLT0924	52.088323	4.272281	1	Tramhalte	20	20	20
688	HLT1102	52.0858280246506	4.27369500341085	1	Tramhalte	20	15	20
689	HLT1101	52.0855230992057	4.27374836603618	1	Tramhalte	20	15	20
690	HLT3839	52.0663730395546	4.32147481602882	1	Tramhalte	30	30	35
691	HLT3840	52.0659206000349	4.32183853742751	1	Tramhalte	30	30	35
692	HLT3809	52.0630281963993	4.32524265914755	1	Tramhalte	30	26	35
693	HLT3810	52.0626870123569	4.32528575643065	1	Tramhalte	30	26	35
694	HLT3823	52.0614648822821	4.32652077388306	1	Tramhalte	30	30	21
695	HLT3824	52.0608564358272	4.32693038994864	1	Tramhalte	30	30	21
696	HLT3821	52.0587695020662	4.32217594235125	1	Tramhalte	20	18	20
697	HLT3822	52.0588305620621	4.32265214318721	1	Tramhalte	20	18	20
698	HLT3817	52.0565463746996	4.31599889670209	1	Tramhalte	20	18	20
699	HLT3818	52.0562602564394	4.31550825469012	1	Tramhalte	20	18	20
700	HLT3841	52.055826	4.311701	1	Tramhalte	20	20	13
701	HLT3842	52.05592	4.312078	1	Tramhalte	20	20	13
702	HLT3815	52.059802232434	4.33305958799996	1	Tramhalte	20	15	13
703	HLT3837	52.0602806790703	4.33455949425791	1	Tramhalte	20	15	20
704	HLT3828	52.0619849391485	4.33275974011202	1	Tramhalte	20	15	20
705	HLT3827	52.06283193982	4.33216043901418	1	Tramhalte	20	15	20
706	HLT3813	52.0646290412442	4.33027223658478	1	Tramhalte	20	15	20
707	HLT3814	52.0656724034642	4.32972266941567	1	Tramhalte	20	15	20
708	HLT2601	52.0809833848939	4.32307144417475	1	Tramhalte	20	20	20
709	HLT2602	52.080549461827	4.32340118909617	1	Tramhalte	30	30	35
710	HLT4010	52.0316424774166	4.28596109888534	1	Tramhalte	20	18	20
711	HLT4009	52.0312897728364	4.28602077631706	1	Tramhalte	20	18	20
712	HLT4012	52.0265003664939	4.29014572974832	1	Tramhalte	20	15	20
713	HLT4005	52.0229359150097	4.29406798240413	1	Tramhalte	20	15	20
714	HLT4013	52.0199652764202	4.29621953295921	1	Tramhalte	20	18	20
715	HLT6022	52.017251181669	4.28964684804139	1	Tramhalte	20	15	13
716	HLT6019	52.0172200280674	4.2897112443319	1	Tramhalte	20	15	13
717	HLT4014	52.019644995871	4.2950268023853	1	Tramhalte	20	18	20
718	HLT4006	52.0218975389346	4.29453479238839	1	Tramhalte	20	15	20
719	HLT4011	52.0266348634339	4.28982039964988	1	Tramhalte	20	15	13
720	HLT3610	52.0452110950404	4.29036879326267	1	Tramhalte	20	15	13
721	HLT3609	52.0453426202389	4.29084923299252	1	Tramhalte	20	15	13
722	HLT3614	52.0467632262521	4.29351085667194	1	Tramhalte	20	15	13
723	HLT3615	52.0470724294388	4.29385597877335	1	Tramhalte	20	15	13
724	HLT3619	52.0497852930612	4.29893869670523	1	Tramhalte	20	15	13
725	HLT3618	52.0498752887279	4.29934254326166	1	Tramhalte	20	15	13
726	HLT3621	52.0521629642449	4.30339390109792	1	Tramhalte	20	15	13
727	HLT3620	52.0518907196246	4.303119029258	1	Tramhalte	20	15	13
728	HLT3626	52.0546139891587	4.3076566884411	1	Tramhalte	20	15	20
729	HLT3627	52.054410052984	4.30723747248177	1	Tramhalte	20	15	13
730	HLT3607	52.0554271168112	4.29902976372799	1	Tramhalte	20	18	13
731	HLT3608	52.0558002761432	4.30040591078417	1	Tramhalte	20	18	13
732	HLT3702	52.0593523899421	4.30702172293672	1	Tramhalte	20	15	20
733	HLT3701	52.0584603956626	4.3056171224461	1	Tramhalte	20	15	20
734	HLT3803	52.0628599398347	4.31359887592858	1	Bushalte	20	15	20
735	HLT3804	52.0632052825472	4.31359134850555	1	Bushalte	20	15	20
736	HLT3603	52.0529969284187	4.29208318971726	1	Tramhalte	20	18	13
737	HLT3604	52.0526982889198	4.29133029850567	1	Tramhalte	20	18	20
738	HLT3424	52.0480717506776	4.28273455452311	1	Tramhalte	30	26	35
739	HLT3425	52.0484351306379	4.283525971448	1	Tramhalte	30	26	35
740	HLT3419	52.0466957678033	4.27874724633745	1	Bushalte	20	15	20
741	HLT3420	52.0467214789497	4.27898245551016	1	Bushalte	20	15	20
742	HLT3426	52.0432076915725	4.28320930982892	1	Bushalte	20	15	20
743	HLT3427	52.0433324548764	4.28323497998198	1	Bushalte	20	15	20
744	HLT3418	52.044580386111	4.27603769455135	1	Tramhalte	20	18	20
745	HLT3417	52.0444460432458	4.27599438015277	1	Tramhalte	20	18	20
746	HLT3442	52.0413212582628	4.27768263924243	1	Tramhalte	20	15	20
747	HLT3443	52.0419446233877	4.2766803436157	1	Tramhalte	20	15	20
748	HLT3336	52.041023555465	4.26914690343151	1	Tramhalte	20	15	13
749	HLT3335	52.041175012033	4.26963416873171	1	Tramhalte	20	15	13
750	HLT3334	52.0399888500646	4.26740300334122	1	Tramhalte	20	18	20
751	HLT3333	52.0395317235399	4.26631248464991	1	Tramhalte	20	18	20
752	HLT3331	52.0371046139345	4.26196712673877	1	Tramhalte	20	18	20
753	HLT3330	52.0366695771023	4.26093593488453	1	Tramhalte	20	18	20
754	HLT3329	52.0350047899301	4.25799218077801	1	Tramhalte	20	18	13
755	HLT3328	52.034568	4.257033	1	Tramhalte	20	20	13
756	HLT3327	52.0348160890285	4.25744600027258	1	Tramhalte	20	18	13
757	HLT3403	52.0529202544227	4.26617699594688	1	Tramhalte	30	20	35
758	HLT3404	52.0527236326718	4.26601278824935	1	Tramhalte	30	20	35
759	HLT3401	52.0501378329532	4.26255660294023	1	Tramhalte	30	20	35
760	HLT3402	52.0500446242387	4.26202096190482	1	Tramhalte	30	20	35
761	HLT3311	52.0480386005468	4.25857683441811	1	Tramhalte	30	26	35
762	HLT3312	52.0478765954369	4.25808669773781	1	Tramhalte	30	26	35
763	HLT3310	52.0460580252304	4.25545308741932	1	Tramhalte	30	20	35
764	HLT3309	52.0458960211795	4.2549644410696	1	Tramhalte	20	15	20
765	HLT3306	52.0423708252707	4.24939624277494	1	Tramhalte	20	18	20
766	HLT3305	52.0425275307326	4.24989225427237	1	Tramhalte	30	26	35
767	HLT3350	52.0396574341117	4.24553399940945	1	Tramhalte	30	20	35
768	HLT1601	52.0488576045957	4.23575296409578	1	Tramhalte	20	15	13
769	HLT1602	52.0490084966219	4.2368439821042	1	Tramhalte	20	15	13
770	HLT1607	52.0489009473109	4.23628378233782	1	Tramhalte	20	15	13
771	HLT1606	52.0488599187006	4.23631434823904	1	Tramhalte	20	15	13
772	HLT1712	52.050754794459	4.23838392748088	1	Tramhalte	30	20	35
773	HLT1708	52.0540831731226	4.23928416700908	1	Tramhalte	30	20	35
774	HLT1818	52.0545372303567	4.23313537377233	1	Tramhalte	20	15	20
